probeset_id,gene_symbol,pvalue,FDR,logFC,LCC1-P18.CEL,LCC1-P19.CEL,LCC1-P20.CEL,LCC9 -P12.CEL,LCC9 -P13.CEL,LCC9 -P14.CEL
241748_x_at,DGCR14,0.309332079,0.424858326,0.072988439,6.961993958,6.982259357,6.937109298,7.104243518,7.034090455,6.961993958
217770_at,PIGT,0.30936069,0.42487274,-0.070919782,9.62603112,9.714428496,9.698457132,9.65725556,9.587487259,9.581414584
214036_at,EFNA5,0.309412219,0.424918625,-0.083753193,6.719255342,6.683240821,6.806275991,6.666310031,6.543685114,6.747517429
238560_at,CALCOCO2,0.309571959,0.425113104,-0.146082042,5.615742171,6.177666618,6.04175311,5.730746172,5.799034319,5.86713528
215530_at,FANCA,0.309592407,0.425116291,-0.102158499,6.63081413,6.822094895,6.723564562,6.722283106,6.446447088,6.701267896
223573_s_at,PPP2R2C,0.309621444,0.425131271,0.0858106,6.329123871,6.426663681,6.357290762,6.322298679,6.506150432,6.542061004
205548_s_at,BTG3,0.309707362,0.425215007,-0.07185128,8.788323853,8.668452956,8.727473922,8.636211127,8.69538423,8.637101533
227144_at,KIAA0930,0.309718691,0.425215007,0.112242529,6.766570497,6.945671574,6.606220674,6.875723964,7.013590352,6.765876015
213380_x_at,LOC101060347 /// MST1 /// MST1L /// MST1P2,0.309805039,0.425308656,0.075207688,6.349631727,6.264135157,6.246982414,6.296606721,6.428561549,6.361204093
203506_s_at,MED12,0.309841817,0.425334248,0.082593192,6.186879665,6.133696956,6.261386365,6.237275945,6.387356178,6.205110438
212229_s_at,FBXO21,0.309895619,0.425383205,-0.080448972,10.62774531,10.6895276,10.59238734,10.44843253,10.58516111,10.63471969
219500_at,CLCF1,0.310055915,0.425578328,-0.121806742,7.22924956,6.807919876,6.981168664,6.945960158,6.760997558,6.945960158
207890_s_at,MMP25,0.310127605,0.425634814,-0.069153572,6.844749734,6.800524857,6.889392964,6.743222439,6.793323489,6.790660911
224859_at,CD276,0.310136107,0.425634814,-0.087896213,8.712268447,8.766677328,8.747085643,8.788123149,8.5222533,8.651966331
232812_at,LOC401052,0.310151515,0.425634814,0.111976113,6.006572906,5.848339606,6.072347864,5.899642306,6.247057605,6.116488804
221274_s_at,LMAN2L,0.310305578,0.425821323,0.070048159,9.518354578,9.616644821,9.596035026,9.616644821,9.653798521,9.67073556
203388_at,ARRB2,0.310333652,0.425834931,0.090629671,6.085408168,6.226902529,6.236662545,6.407323125,6.229056822,6.184482308
205105_at,MAN2A1,0.310416948,0.425924308,-0.091348972,10.00498651,9.731557082,9.848538314,9.81976333,9.779262954,9.712008705
224955_at,TEAD1,0.310479994,0.42598589,-0.087369242,9.829305801,9.705877624,9.712275101,9.66164642,9.77663921,9.547065169
208765_s_at,HNRNPR,0.310645097,0.426104126,0.067919563,9.970538748,9.913414783,9.906957927,10.02104215,10.00441686,9.96921114
216242_x_at,POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL,0.310599557,0.426104126,-0.068977286,9.635887335,9.675232005,9.648850995,9.578443527,9.539715729,9.634879223
223875_s_at,EPC1,0.310657016,0.426104126,0.08056855,6.978430635,6.801814871,6.809846087,6.943572652,6.988812241,6.89941235
224510_s_at,CLPB,0.310613561,0.426104126,0.091819158,5.813092525,5.677653497,5.711513254,5.863757085,5.67955014,5.934409526
230069_at,SFXN1,0.310629932,0.426104126,-0.076355937,8.428181789,8.450389873,8.454580595,8.309319673,8.472405761,8.322359013
201532_at,PSMA3,0.310723303,0.426170121,0.068147672,12.55432192,12.48959978,12.55407356,12.57397222,12.62718445,12.60128161
227898_s_at,ZFP41,0.310741623,0.426170324,0.093927846,7.016214001,7.224565803,7.086173357,7.335117667,7.130118529,7.143500502
200853_at,H2AFZ,0.310862805,0.42631159,0.067049939,13.22080134,13.27285112,13.28536226,13.32560616,13.33947356,13.31508482
227287_at,CITED2,0.310920601,0.426365918,0.123038526,6.875019923,6.872969967,6.64567496,7.150626002,6.771248154,6.840906271
219554_at,RHCG,0.311132946,0.426632161,-0.104945594,6.449976272,6.251810781,6.469624796,6.433382315,6.138954699,6.284238053
225476_at,GPANK1,0.311162088,0.426647175,-0.082888441,7.809678529,8.006811179,7.942777246,7.900383634,7.774937254,7.835280745
212899_at,CDK19,0.311256881,0.426729498,-0.09575828,8.751659355,8.480440531,8.525162166,8.465583556,8.571266114,8.433137542
228846_at,MXD1,0.311258519,0.426729498,0.072904843,7.482272768,7.601484611,7.510634268,7.572470376,7.653556343,7.587079457
225374_at,MIR4723 /// TMEM199,0.311317699,0.426785683,0.072399062,9.390616405,9.504710082,9.500426246,9.498210692,9.560768189,9.553971037
225561_at,SELT,0.31134023,0.426791622,0.082298924,9.891206698,9.795941109,9.925987376,9.874860396,10.0589494,9.926222161
203496_s_at,MED1,0.311408859,0.426860749,0.100541601,7.547214461,7.62819199,7.425126098,7.493313545,7.782606278,7.626237529
1553587_a_at,POLE4,0.311545446,0.427023016,0.071898686,10.80104312,10.90521257,10.86954517,10.88169807,10.93457268,10.97522617
1556291_at,POM121L12,0.311636981,0.427076202,-0.112085538,7.242308213,7.248352715,7.214805272,7.296604807,6.888938252,7.183666527
1558407_at,PLEKHG2,0.311639154,0.427076202,-0.110693516,7.997409919,7.913762013,7.955353546,7.897987572,7.62051351,8.015943848
221237_s_at,OSBP2,0.311657092,0.427076202,-0.092053174,6.86168728,6.849414097,6.698095363,6.84605203,6.616284478,6.67070071
240664_at,---,0.311633129,0.427076202,-0.103607821,6.926111041,6.740877521,6.665143216,6.823380164,6.60245276,6.595475391
212395_s_at,EMC1,0.311741341,0.427166692,0.087644698,7.711630519,7.948906975,7.894775812,7.885008794,7.995039317,7.938199289
201876_at,PON2,0.311878247,0.427293162,0.079866211,11.18250258,11.09165319,11.07680385,11.16437519,11.29947264,11.12671043
213945_s_at,NUP210,0.311882135,0.427293162,-0.104004323,7.761479978,7.701118679,7.726261695,7.56766311,7.833173496,7.476010777
220744_s_at,IFT122,0.311888297,0.427293162,-0.097175943,7.462446499,7.575656044,7.653209193,7.328808213,7.602729344,7.468246351
212300_at,TXLNA,0.311958791,0.427364774,0.080973502,7.549220308,7.654069618,7.623599665,7.580629225,7.769583139,7.719597734
235659_at,---,0.311986692,0.427378032,-0.073122812,7.86605004,7.789886558,7.753404986,7.733690389,7.676231632,7.780051127
211289_x_at,CDK11A /// CDK11B,0.312012794,0.427388823,-0.098433739,7.668086744,7.617322336,7.755186731,7.402461281,7.653037456,7.689795856
225654_at,NSD1,0.312219592,0.427647113,0.09784017,6.74835657,6.456374265,6.50133282,6.717184131,6.686949446,6.595450589
201635_s_at,FXR1,0.312297272,0.42772853,0.109774018,9.15238968,9.160404611,8.932100961,9.008326953,9.294713616,9.271176738
1555408_at,BAGE2 /// BAGE4,0.312420867,0.427847835,0.094019205,6.678838282,6.407908769,6.612914807,6.611240542,6.740469495,6.630009437
229343_at,GTSE1,0.31240356,0.427847835,-0.143993829,7.15248308,6.714991868,6.588601634,6.713859249,6.647113195,6.663122651
225549_at,DDX6,0.312504306,0.427937112,-0.083969083,10.70553071,10.58406505,10.50733395,10.50079398,10.59351212,10.45071636
212468_at,SPAG9,0.312607833,0.428053886,0.086080485,8.002964687,7.938061306,7.973116935,8.036780421,8.193536727,7.942067235
227732_at,ATXN7L1,0.312695755,0.428149279,0.088202841,6.58351144,6.438941891,6.354438573,6.460472087,6.602148996,6.578879342
1554148_a_at,SLC33A1,0.312725622,0.428165175,-0.084916402,8.166842774,8.209879117,8.148306509,7.948096006,8.164887569,8.15729562
1558254_s_at,SRPK2,0.312798676,0.428240196,-0.083561823,9.946816763,9.878375094,9.865197918,9.698203667,9.926195932,9.815304707
231968_at,UGGT1,0.312864384,0.428305151,-0.071893044,10.4019589,10.4591825,10.33866062,10.283181,10.34657379,10.35436809
242492_at,CLNS1A,0.312921277,0.428358031,0.095389214,7.099663633,7.119246538,7.109432649,7.283009713,7.312930787,7.018569961
217987_at,ASNSD1,0.312943806,0.428363867,0.068893459,11.15305861,11.15733298,11.12645558,11.17290577,11.27157816,11.19904361
228862_at,TSNARE1,0.313044788,0.428477085,0.132817917,6.872803381,7.175971015,6.991231618,7.40016358,6.993174102,7.045122083
231447_at,LINC00851,0.313099111,0.428526428,0.115408415,6.667564667,6.771669989,6.678791285,7.066571499,6.726978979,6.67070071
201609_x_at,ICMT,0.313187111,0.428614594,-0.070156891,10.40754176,10.51880356,10.49949633,10.42609517,10.39661249,10.39266331
235630_at,---,0.313200081,0.428614594,-0.068680242,6.29562568,6.390946206,6.308762233,6.260973642,6.273742767,6.254576985
205845_at,CACNA1H,0.313511254,0.428967974,0.085890359,6.989887386,7.029659388,7.121134292,7.251390283,7.119175048,7.027786813
209182_s_at,C10orf10,0.31353147,0.428967974,0.115630498,5.792237383,5.987956974,6.038716686,6.236424108,5.875279735,6.054098695
226005_at,UBE2G1,0.313501173,0.428967974,0.073685412,9.208095899,9.193859653,9.18285796,9.188319258,9.268157134,9.349393356
244811_at,PHIP,0.313516422,0.428967974,-0.154122914,7.035252241,7.494184151,7.41210278,6.943918467,7.371570707,7.163681256
226321_at,LYSMD3,0.313847364,0.429375124,0.083618624,8.68599993,8.889298313,8.823612005,8.874950793,8.953197502,8.821617825
202682_s_at,USP4,0.313903168,0.429426419,0.083549212,9.543085797,9.73530212,9.623360423,9.639723215,9.72116557,9.791507192
225949_at,NRBP2,0.31400801,0.429544788,-0.093677091,7.495350916,7.627957748,7.652087693,7.350910636,7.533667194,7.609787255
223053_x_at,SSU72,0.314566681,0.43028392,0.070870464,10.13392076,10.22915475,10.10842461,10.25452342,10.21572917,10.21385893
224705_s_at,TNRC6A,0.314627556,0.430342088,-0.076314217,9.435812355,9.31671861,9.355506345,9.223861094,9.368296281,9.286937285
219312_s_at,ZBTB10,0.314706769,0.430425331,-0.09631741,8.706278224,8.714331029,8.7537808,8.47207964,8.799966283,8.6133919
203248_at,ZNF24,0.314869641,0.430622978,0.088753668,7.318581453,7.06921589,7.1071109,7.203035928,7.267206221,7.290927097
212096_s_at,MTUS1,0.314983675,0.430753813,-0.084199249,9.178633433,9.053142493,9.10517864,8.921585667,9.13948833,9.023282821
205707_at,IL17RA,0.315084283,0.430866274,-0.081778511,8.671911783,8.819933006,8.82510127,8.763843691,8.60808877,8.699678064
215533_s_at,UBE4B,0.315155005,0.430937857,0.068785584,6.910215011,6.888294658,6.817526526,6.959920084,6.952257851,6.910215011
225636_at,STAT2,0.31540396,0.431253129,0.093164929,8.467437958,8.550919149,8.724080847,8.729174387,8.574447725,8.71831063
208774_at,CSNK1D,0.31545346,0.431270523,-0.072835462,10.30573869,10.39379359,10.30594734,10.29892001,10.19266171,10.29539151
220370_s_at,USP36,0.315446311,0.431270523,0.107983772,5.513110916,5.810683129,5.655498335,5.656737309,5.920461622,5.726044765
201008_s_at,LOC101060503 /// TXNIP,0.315488515,0.431293305,0.10142883,9.9881932,10.24699042,10.1990139,10.11601355,10.26978988,10.35268057
1562013_a_at,LOC100506730,0.315651182,0.43146538,0.09840222,7.321849057,7.667332242,7.520301411,7.602213047,7.608818061,7.593658264
211835_at,IGKV1-5 /// IGKV1-5,0.315644789,0.43146538,0.11400473,6.370273643,6.286266726,6.176825584,6.547876483,6.170555445,6.456948217
222656_at,UBE2W,0.315699892,0.431506811,-0.093699506,6.897082861,6.985403334,6.921363668,6.67070071,6.963309385,6.88874125
216266_s_at,ARFGEF1,0.315735926,0.431530913,-0.151549056,6.187450574,6.22025236,6.092617998,5.713166042,6.338806785,5.993700937
235901_at,OTTHUMG00000177906 /// RP11-589P10.5,0.315758834,0.431537073,-0.091179099,6.779596527,6.929107676,7.025942528,6.909638001,6.811697241,6.73977419
48612_at,N4BP1,0.315815043,0.431588741,-0.108993157,9.193510621,9.023067867,9.109189826,9.122708654,8.784707981,9.091372208
236555_at,TRAF3IP2-AS1,0.315860605,0.431625854,-0.080722353,6.9888614,7.191908447,7.05576837,6.987299699,7.049234981,6.957836477
220303_at,PDZD3,0.315879812,0.43162695,0.117443404,6.694111372,6.587333423,6.425121372,6.808150949,6.473312035,6.777433395
223590_at,ZNF700,0.315962438,0.431714699,-0.122849361,7.561583369,7.583894212,7.715697593,7.273519148,7.732626379,7.486481562
210320_s_at,DDX52,0.315994639,0.431733543,0.122108445,7.4154162,7.589397533,7.433611632,7.348317095,7.766832111,7.689601493
208818_s_at,COMT,0.316151097,0.431871827,0.06457735,12.3095592,12.30568015,12.29301216,12.3733821,12.36688216,12.36171929
212100_s_at,POLDIP3,0.316134384,0.431871827,0.065571277,9.370410316,9.403107501,9.381969329,9.424530765,9.458901536,9.468768674
230295_at,SOLH,0.316139628,0.431871827,0.099139638,6.940055427,6.590404518,6.758048633,6.885226238,6.843960466,6.856740787
1555478_at,C17orf82,0.316184777,0.431892678,-0.083378739,7.54952493,7.498535418,7.65249479,7.56638088,7.37869714,7.505340902
209510_at,RNF139,0.316236462,0.431895345,0.074357572,11.66710216,11.57484034,11.565155,11.63861998,11.75313648,11.63841376
224724_at,SULF2,0.31624136,0.431895345,-0.069835335,12.20169951,12.29126688,12.26987442,12.13922568,12.22318335,12.19092577
226133_s_at,TBC1D10A,0.316255677,0.431895345,-0.064947737,8.681981434,8.659440367,8.646993715,8.594272747,8.607242775,8.592056784
238435_at,LOC100506661,0.316260394,0.431895345,-0.121872887,6.898091034,7.06918768,6.749474438,6.574177993,6.889288632,6.887667864
209195_s_at,ADCY6,0.316332129,0.431940671,-0.068035295,8.644209361,8.744546851,8.711534387,8.627442851,8.63639009,8.632351772
221195_at,RNFT1,0.316348839,0.431940671,0.115433831,5.720140046,5.748166921,5.952200974,5.776028458,6.129982017,5.860798958
244804_at,SQSTM1,0.316324393,0.431940671,0.103993966,8.133086497,8.465748223,8.337538052,8.51617481,8.337719583,8.394460278
212044_s_at,RPL27A,0.31637776,0.431955011,0.107264693,8.228269049,8.090020013,8.099325734,8.081889296,8.446959936,8.210559644
32062_at,LRRC14,0.316405661,0.431967957,-0.076974701,7.749790224,7.772156692,7.852226192,7.638213713,7.802308419,7.702726872
214491_at,SSTR3,0.316476134,0.432039018,-0.10774703,6.749569493,6.636375027,6.628717445,6.705196564,6.3472379,6.63898641
203781_at,MRPL33,0.316590786,0.432170379,0.068762482,11.72660553,11.82169156,11.81763713,11.83746448,11.87179912,11.86295807
201298_s_at,MOB1A,0.316609419,0.432170659,0.076711952,10.9883488,10.84806212,10.94001626,10.92594048,11.03010914,11.05051341
1554430_at,SMIM11,0.316735742,0.432317927,0.077808825,6.479390238,6.625381181,6.597263009,6.568575147,6.693013937,6.673871819
215544_s_at,UBOX5,0.316835267,0.432428603,0.084781373,6.328982424,6.41647729,6.34990286,6.571426908,6.32952443,6.448755355
205093_at,PLEKHA6,0.317006829,0.432617378,-0.093409808,7.852025447,7.925912774,7.738251521,7.885852008,7.637207444,7.712900867
224597_at,LINC00657,0.317010474,0.432617378,-0.095464455,12.27268466,12.00427132,12.05739554,11.96973239,12.11329553,11.96493023
231305_at,---,0.317135443,0.432762738,0.121298543,5.935911585,6.012442055,5.985809529,6.27747414,5.829275216,6.191309442
1568734_a_at,HS1BP3,0.3173015,0.432964146,0.089641676,5.872727321,5.894469241,6.132096354,6.081431302,6.059840339,6.026946303
210104_at,MED6,0.317329492,0.43297715,0.100615022,8.998729449,9.084043705,8.952386392,8.918762538,9.190001383,9.228240692
1560297_at,---,0.317432467,0.433067261,0.084434447,7.826397743,8.057763204,8.017224839,8.02382373,8.091063587,8.039801811
223243_s_at,EDEM3,0.317416503,0.433067261,0.118830992,9.250877495,9.015539955,9.133571824,9.034420985,9.435272533,9.286788733
227895_at,FAM120B,0.317538248,0.433186376,0.070779079,7.611496171,7.729710068,7.705278475,7.737269816,7.732753278,7.788798856
210474_s_at,CDK11A /// CDK11B,0.31781692,0.433519916,-0.081772688,6.810061925,6.907107844,7.020868293,6.857587519,6.767940326,6.867192151
228433_at,NFYA,0.317819713,0.433519916,-0.070808219,6.658990085,6.643302158,6.751442942,6.619651989,6.64930131,6.57235723
227885_at,FOXN3-AS1,0.317865901,0.433557701,-0.09677524,5.985702935,5.673396989,5.903707094,5.72089102,5.734993671,5.816596608
229157_at,PRKAG2-AS1,0.317908225,0.433590212,-0.097017145,6.15968665,6.192515625,6.101791809,5.888855854,6.217738991,6.056347806
231547_at,ZBTB37,0.317965359,0.433642917,-0.151253242,5.544115954,6.090202753,6.017558206,5.60747314,5.735011834,5.855632212
1053_at,RFC2,0.318111028,0.433816353,-0.088523438,10.34507684,10.62897045,10.48706482,10.37702225,10.40493056,10.41358899
213926_s_at,AGFG1,0.318168835,0.433869957,0.152496823,6.159108805,6.152235493,5.926174752,5.993700937,6.56394837,6.13736021
218588_s_at,FAM114A2,0.318205512,0.433894742,0.108918836,8.473240706,8.180960739,8.13075813,8.286033508,8.469145797,8.356536778
1552277_a_at,MSANTD3,0.318314856,0.434018605,0.088949947,9.288366771,9.508973439,9.410435934,9.392859975,9.57901202,9.502753989
213550_s_at,IK /// TMCO6,0.318359023,0.43405359,0.095457089,6.864740889,6.830632735,6.820863723,6.950452514,7.090003344,6.762152757
1555575_a_at,KDELR1,0.31843448,0.43413123,0.073002637,12.17879289,12.26126583,12.30759575,12.35902504,12.26554229,12.34209504
1566342_at,SOD2,0.318459282,0.434139806,0.098912201,6.822598517,6.745081011,6.827125221,6.818550172,7.093230617,6.779760564
223027_at,SNX9,0.318580687,0.43427335,0.113126486,7.722459525,7.877479792,7.792828338,7.680603286,8.073386153,7.978157673
226510_at,HEATR5A,0.31864662,0.43427335,0.121751847,9.205056352,8.789401082,8.859642102,9.117952637,9.141306449,8.960095991
234881_at,---,0.318610008,0.43427335,0.087067113,6.83520053,6.816205941,6.681486542,6.877644726,6.748463029,6.967986596
241632_x_at,---,0.31864983,0.43427335,-0.105736386,5.971593175,5.928650731,6.17347854,5.801651554,6.085602603,5.869259131
243267_x_at,---,0.318645771,0.43427335,-0.084542962,6.991435581,6.777300885,6.772702705,6.779826476,6.722887992,6.785095816
220305_at,MAVS,0.318769119,0.434397249,0.094897793,9.572840873,9.881613746,9.703225256,9.75158014,9.857288256,9.833504858
228564_at,LOC375295,0.318777787,0.434397249,-0.073901443,8.039302616,8.151140905,8.120028549,7.966081559,8.095325197,8.027360984
221240_s_at,B3GNT4,0.318801633,0.434404503,0.131479067,6.992730083,6.95880159,7.041683447,7.418541653,6.893034677,7.07607599
208196_x_at,NFATC1,0.318955793,0.434580037,-0.127748295,6.853506874,6.642599985,6.860458228,6.871103013,6.416410129,6.685807061
211350_s_at,KIF25-AS1,0.318969148,0.434580037,0.070273521,6.280845439,6.269797948,6.237155602,6.325470752,6.272651834,6.400496966
228900_at,SPECC1,0.318986046,0.434580037,-0.08329893,6.966569457,6.93713097,6.969400903,6.988156526,6.742098079,6.892949933
201471_s_at,SQSTM1,0.319044531,0.434634467,0.071681402,11.99087157,12.08544025,12.03305159,12.05154674,12.10308087,12.16978
1552620_at,SPRR4,0.319130976,0.43472207,0.132614024,6.744111896,6.54332412,6.829580127,6.983536818,6.572594721,6.958726678
215799_at,---,0.319164867,0.43472207,-0.110748894,6.638120889,6.568112252,6.29844741,6.512990903,6.286388589,6.373054375
226379_s_at,C19orf25,0.319170047,0.43472207,-0.066360034,6.444251851,6.367584278,6.431394836,6.352667977,6.343616665,6.347866221
232346_at,LOC388692,0.319191077,0.43472207,0.076406305,6.398972252,6.410936574,6.381575884,6.386291882,6.578206165,6.456205579
243567_at,---,0.31920152,0.43472207,-0.083296263,6.637167007,6.430968933,6.427927823,6.457622616,6.399300941,6.389251416
202955_s_at,ARFGEF1,0.319256406,0.434771572,-0.075509748,7.265960265,7.174860738,7.175868542,7.095954282,7.219893282,7.074312737
205230_at,RPH3A,0.319343462,0.434864875,0.073537807,5.981735639,5.98980859,6.05776776,6.0573373,6.167286307,6.025301804
242781_at,FAM199X,0.31941278,0.434934014,0.099330627,6.3192732,6.16222084,6.121251979,6.451734284,6.286782775,6.16222084
213462_at,NPAS2,0.319549313,0.435094664,-0.125383355,5.87003035,6.323757522,6.289335069,6.008705784,6.062049044,6.036218049
220924_s_at,SLC38A2,0.319733799,0.435320584,0.103514502,11.29928186,11.00394484,11.11263327,11.21406569,11.37407463,11.13826315
221575_at,SCLY,0.319823786,0.435417824,-0.077894671,7.293178086,7.447222959,7.376461716,7.29849332,7.363470778,7.221214648
1558173_a_at,LUZP1,0.320033741,0.435653082,-0.147002504,7.024566573,7.274499763,6.855993374,6.651503108,7.102191493,6.960357598
212190_at,SERPINE2,0.320022705,0.435653082,-0.085408633,6.930517704,7.133174467,7.123559336,7.05576837,6.949620859,6.92563638
240780_at,---,0.32006113,0.435658067,-0.099730307,5.979359908,6.08838306,5.924328017,5.928023398,5.724470854,6.040385812
244153_at,ZNF207,0.320074556,0.435658067,-0.114905541,6.10377062,5.835396975,6.078993028,5.96056241,6.014924588,5.697957004
202140_s_at,CLK3,0.320312496,0.435956628,-0.086625378,8.860758845,8.850629327,8.651567193,8.652804768,8.666612549,8.783661914
203350_at,AP1G1,0.320509202,0.436199037,-0.064990748,10.81145549,10.79611197,10.80129887,10.71756106,10.76996902,10.726364
AFFX-r2-P1-cre-5_at,---,0.320756891,0.436510799,0.091194464,13.76752252,13.60865707,13.75940051,13.78734877,13.93543365,13.68638106
202640_s_at,RANBP3,0.320895249,0.436673748,-0.074489312,8.128737761,8.290226109,8.257537408,8.176207595,8.161115471,8.115710276
209609_s_at,MRPL9,0.321074007,0.436891651,0.071922494,12.25871212,12.38319278,12.34453927,12.34777704,12.43383422,12.42060039
1556345_s_at,---,0.321131887,0.436945058,-0.082215395,6.57929478,6.452671189,6.578694203,6.366837774,6.561599614,6.4355766
226011_at,CCDC12,0.321180165,0.436985394,0.066736605,9.865248639,9.941582381,9.921944561,9.990755494,9.990922747,9.947307152
224673_at,LENG8,0.321252964,0.437059085,-0.112598019,5.947812451,6.245628623,6.103746077,5.890761106,6.172573512,5.896058477
217896_s_at,FAM192A,0.321391752,0.43722254,-0.073267315,8.309280282,8.352416202,8.429702984,8.238305765,8.277015159,8.356276598
221373_x_at,PSPN,0.321411239,0.437223688,0.17601732,5.850731841,5.809389377,6.101770985,6.405534146,5.709839649,6.174570369
239720_at,ZGLP1,0.3214589,0.437263159,0.071046022,7.10420284,7.009800169,6.997489544,7.161629854,7.079073749,7.083927015
216411_s_at,GALK2,0.321505302,0.437300913,0.100511987,6.573063607,6.677483656,6.538433155,6.534059014,6.871664721,6.684792644
224934_at,YIPF5,0.321560519,0.437325333,0.087495251,10.63121426,10.63667918,10.65296174,10.5966714,10.87784081,10.70882872
225823_at,C19orf70,0.321560551,0.437325333,0.071018084,10.78112318,10.87673384,10.80965975,10.94606554,10.83461126,10.89989422
226253_at,LRRC45,0.321617697,0.437377688,-0.07172047,9.169619745,9.318183191,9.220486689,9.178162832,9.141042728,9.173922656
219082_at,AMDHD2 /// CEMP1,0.321922093,0.43776626,0.107165223,7.240622056,7.361749885,7.240622056,7.251064014,7.607389279,7.306036372
236267_at,ZNF346,0.321943441,0.437769907,0.085259547,7.200736973,7.40269669,7.219836388,7.298091338,7.443314943,7.337642412
1556228_a_at,VCPIP1,0.322033212,0.437804272,0.109113655,6.534902657,6.286224435,6.400189995,6.60347448,6.623851867,6.321331703
201544_x_at,BCL2L2-PABPN1 /// PABPN1,0.322004197,0.437804272,-0.065069096,12.1825688,12.21022186,12.14623427,12.11998184,12.11495074,12.10888506
209117_at,WBP2,0.322043386,0.437804272,0.075471029,8.091483682,8.202870421,8.232169437,8.267355446,8.183188489,8.302392693
214220_s_at,ALMS1,0.322015443,0.437804272,-0.086587878,8.090859368,8.079769366,8.152660417,7.877848045,8.141949449,8.043728022
204074_s_at,CEP104,0.322153352,0.437902997,0.106206398,7.783253645,7.838752624,7.725899379,7.730859895,8.104601781,7.831063164
209572_s_at,EED,0.322136317,0.437902997,0.071964782,11.32877314,11.35032784,11.30977451,11.32594285,11.48030918,11.39851781
239941_at,---,0.322177684,0.43791069,-0.07281849,6.160418015,6.276850635,6.280067746,6.198142574,6.109540961,6.19119739
203629_s_at,COG5,0.322304835,0.438032742,0.084739054,8.261014188,8.321024464,8.257443949,8.224190925,8.474521948,8.394986891
219401_at,XYLT2,0.322301479,0.438032742,-0.074968211,8.103632755,8.194365871,8.149710245,8.113848972,8.129587467,7.9793678
218126_at,RMDN3,0.322340309,0.438055567,0.065769888,9.890092618,9.909604544,9.93492214,10.00036928,9.939196192,9.992363491
212615_at,CHD9,0.322404838,0.438092489,-0.154375085,6.516406403,6.946926459,6.994059497,6.498263743,6.893279656,6.602723704
213286_at,ZFR,0.32238676,0.438092489,-0.104212525,8.232111778,8.187031301,8.235009465,7.904293362,8.286887683,8.150333925
202285_s_at,TACSTD2,0.322499814,0.438182627,-0.122761024,6.344312125,5.850208309,6.129086749,6.010296879,5.959986802,5.98504043
220962_s_at,PADI1,0.322508542,0.438182627,0.094095923,7.140341596,6.95163157,6.998625837,7.260559453,7.115320887,6.997006433
210907_s_at,PDCD10,0.322629151,0.438321101,-0.068726668,12.4599994,12.49364755,12.55549565,12.38962098,12.45094252,12.4623991
202752_x_at,SLC7A8,0.322656273,0.438332556,0.080579226,8.059427982,8.144213849,8.155888201,8.277883134,8.080697764,8.242686812
222581_at,XPR1,0.322799752,0.438502073,-0.086429898,10.17920903,9.992802168,9.966446561,9.957982262,10.03739694,9.883788855
244569_at,C8orf37,0.322881264,0.438587397,-0.113882636,7.813649678,7.535383801,7.705698162,7.369822756,7.688254417,7.655006561
226108_at,ZC3H18,0.323012688,0.438740505,-0.076940022,8.89117629,8.874534531,8.83046817,8.704014711,8.896468054,8.76487616
217640_x_at,SKA1,0.323483605,0.439318402,0.084012315,6.804829369,6.935713626,6.965649275,6.87486863,7.017943926,7.065416659
220795_s_at,BEGAIN,0.323504201,0.439318402,-0.094025765,6.966969249,6.734133831,6.845962213,6.88498496,6.721413674,6.658589363
221902_at,GPR153,0.323513082,0.439318402,-0.087423785,7.432220102,7.163681256,7.244024079,7.153905056,7.230374788,7.193374239
231764_at,CHRAC1,0.323512164,0.439318402,-0.077689216,7.875482088,7.856821891,7.853479462,7.667683881,7.809984133,7.875047779
218659_at,ASXL2,0.323615929,0.439432619,-0.078573651,8.979047485,8.807845876,8.890776338,8.741748749,8.880766176,8.819433822
200809_x_at,RPL12,0.323643665,0.439444837,0.06418883,14.26764315,14.29269365,14.24841274,14.32547258,14.33120386,14.34463959
214526_x_at,PMS2P1,0.323753057,0.439567921,0.068859854,9.620607435,9.732808716,9.657546432,9.731923424,9.714465578,9.771153142
217221_x_at,RBM10,0.323779254,0.43957804,0.068909317,9.745559443,9.833497952,9.850696744,9.912005714,9.850070151,9.874406225
202676_x_at,FASTK,0.323804963,0.439587496,0.071160689,7.901578315,7.766218686,7.869251455,7.947917347,7.886539925,7.916073253
224065_at,HIPK2,0.323840311,0.439610036,0.069806608,5.904284806,5.845010482,5.854859452,5.981742324,5.965024634,5.866807605
202926_at,NBAS,0.323894511,0.439658162,-0.067621517,8.681796751,8.621728311,8.604773978,8.528937934,8.607301822,8.569194735
209745_at,COQ7,0.324043235,0.439783678,-0.088224039,7.408164263,7.558255166,7.505769448,7.281794409,7.530876129,7.394846221
225643_at,MAPK1IP1L,0.324022998,0.439783678,-0.087982445,10.49316917,10.24772958,10.35728903,10.1955296,10.34905948,10.28965136
231062_at,DOCK9-AS2,0.324036133,0.439783678,-0.084464998,6.166558471,6.313776457,6.330074535,6.298511108,6.124806403,6.133696956
233555_s_at,SULF2,0.324161741,0.439919053,-0.076003131,10.33790257,10.47342406,10.3614988,10.24144116,10.37861437,10.32476051
